loss,best_iteration,mean_aucpr,max_aucpr,min_aucpr,mean_auc,max_auc,min_auc,mean_logloss,max_logloss,min_logloss,mean_error,max_error,min_error,max_depth,gamma,reg_alpha,reg_lambda,min_child_weight,colsample_bytree,colsample_bylevel,colsample_bynode,n_estimators,learning_rate,max_delta_step,subsample,sampling_method,tree_method,device,enable_categorical,scale_pos_weight,eval_metric,objective,seed,max_cat_to_onehot,max_cat_threshold,max_leaves,validate_parameters,max_bin,updater,fold0_aucpr,fold1_aucpr,fold2_aucpr,fold3_aucpr,fold4_aucpr,fold0_auc,fold1_auc,fold2_auc,fold3_auc,fold4_auc,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss,fold0_error,fold1_error,fold2_error,fold3_error,fold4_error,hiper_seed
0.6675811382921147,3,0.2866989934868818,0.2945823638595213,0.2768436128368471,0.6773349678987975,0.6832519132901362,0.6702384285939472,0.6675811382921147,0.6686206538707504,0.6665577994764061,0.1609366088782885,0.1609515404915,0.1609067456518655,7,9.203534398775783,83.90450578950698,4.4204962722439225,13,0.5209846933141805,0.9160740581284996,0.8290919036015767,640,0.0181082867131767,9.77163723980769,0.8188024848169061,gradient_based,gpu_hist,cuda,True,4.861562748338326,"('aucpr', 'auc', 'logloss', 'error')",binary:logistic,33,10,14,168,True,88,grow_gpu_hist,0.2968396210013525,0.2937765842424705,0.2915601179203175,0.29508396577622,0.2956515303572462,0.6845891710958272,0.6812072236634417,0.6822575092114517,0.681482193785007,0.6867234686949536,0.6663012117150116,0.6666948125693344,0.666128106120319,0.666865589792367,0.6667992771849987,0.1607350833184017,0.1609496612352315,0.1609496612352315,0.1609496612352315,0.1609496612352315,40
0.5718434184295832,10,0.3193853293395512,0.3295920551531145,0.2917547798271888,0.7015104387734985,0.7090282309999927,0.6820259812407677,0.5718434184295832,0.5831191160275173,0.5621382966334091,0.1605371844574894,0.1609515404915,0.1594576186438194,8,10.37744630369614,1.6490715820876467,6.6220690987869055,15,0.7132686256766255,0.9993658610997171,0.6735222961715663,150,0.0404720936074156,7.641378097856506,0.9866725856227404,gradient_based,gpu_hist,cuda,True,3.613753053365216,"('aucpr', 'auc', 'logloss', 'error')",binary:logistic,33,4,11,248,True,240,grow_gpu_hist,0.3311233084480156,0.3365325705622827,0.3259662625711655,0.3270817624791414,0.3272563717049672,0.7098115915437788,0.7134399689776689,0.7072013615767517,0.7058654687687356,0.7088227641330284,0.5608186710347541,0.5618329239536409,0.5621117588914224,0.5636239583331144,0.5623041709541133,0.1597160007167174,0.1589786662187132,0.1597625846911921,0.1594378184668794,0.1593930231255949,40
0.6701017210100388,280,0.3526656894876027,0.3628100869938008,0.2504826243549025,0.7240698103782635,0.7299641335594067,0.6569594149007928,0.6701017210100388,0.7510834210671236,0.6625419522303407,0.4128571449337052,0.7734369770392473,0.3968768821846505,10,9.797238162172311,90.06333412340652,1.0634819074577218,9,0.4963438901324335,0.7502326742069667,0.7648021298814314,280,0.1995100072866294,9.603142654610624,0.5965075963946141,gradient_based,gpu_hist,cuda,True,6.387601532324096,"('aucpr', 'auc', 'logloss', 'error')",binary:logistic,33,19,24,40,True,96,grow_gpu_hist,0.3644613927152923,0.3739882957665897,0.3585525636687441,0.3604702155783668,0.3565779672400109,0.7297602161053163,0.736014180979029,0.7267618894929363,0.7276264147008723,0.7296579665188796,0.6616403901482445,0.6609752409664519,0.6632711523324143,0.6627152530437548,0.664416913067322,0.3942057874932808,0.3976370457472423,0.3977378352651324,0.3982193851839408,0.3970211098045803,40
0.6818312634325624,240,0.3263823610153221,0.3465384558251039,0.2552647505143753,0.7082974281558904,0.7207650337522142,0.6587849093903329,0.6818312634325624,0.7483313781107392,0.663032496626555,0.4620844020962188,0.8390484595084999,0.4036431972909614,6,10.712183291855572,83.68430927329017,5.100654065557717,3,0.6819004216821365,0.8723354800081827,0.987845251664488,240,0.0307569269913139,3.0105203852280003,0.8163122604229449,gradient_based,gpu_hist,cuda,True,6.125705466633934,"('aucpr', 'auc', 'logloss', 'error')",binary:logistic,33,27,29,184,True,216,grow_gpu_hist,0.3489885586429371,0.3546343634917913,0.3444804389943786,0.3449122111119585,0.3396767068844541,0.7213751785142889,0.7251975192350648,0.7185568509395595,0.7183254838916372,0.7203701361805208,0.66164451309259,0.6623973900968007,0.6628593657812617,0.6630316352628468,0.6652295788992753,0.4034895180075255,0.403628422644045,0.4031804692311999,0.4043451481045971,0.4035724284674394,40
0.5723142420257993,5,0.2798081365359015,0.2902390842810056,0.2612855848863158,0.6739246476506373,0.682629100381033,0.6579356957386105,0.5723142420257993,0.5796032558567912,0.5658564745706249,0.1608942026352498,0.1609515404915,0.1607029272503411,23,7.883552105607085,52.81988437449213,9.590325989774048,3,0.8692009884906202,0.7068812826539119,0.894596994047149,500,0.0750964796651597,9.866597575123262,0.9088234873704478,gradient_based,gpu_hist,cuda,True,3.5744746019568057,"('aucpr', 'auc', 'logloss', 'error')",binary:logistic,33,17,34,56,True,152,grow_gpu_hist,0.2932922091405878,0.2912980506878643,0.2902914743599903,0.2883613144699098,0.2879523727466756,0.6824538156908604,0.6846342823274255,0.6829422023291162,0.6801858025208692,0.6829293990368938,0.5654556792809468,0.5663703562003967,0.5660960690242538,0.5650726503377747,0.5662876180097527,0.1605559039598638,0.160378520633854,0.1609384623999104,0.1606584915168822,0.1609832577411949,40
0.5424814229102632,6,0.2753005140877536,0.2901725311944506,0.2482543090663826,0.6713978173190472,0.6803404353730336,0.6560893947926535,0.5424814229102632,0.5509198182431878,0.5351012571698308,0.1608675494063495,0.1609515404915,0.1605147869423586,11,8.187423590367613,76.9852718144484,5.718960107664239,13,0.6164474439742667,0.8918165893955093,0.4349467317585114,800,0.1022153208503778,0.2030003558546644,0.6400373529310064,gradient_based,gpu_hist,cuda,True,3.1535133394468837,"('aucpr', 'auc', 'logloss', 'error')",binary:logistic,33,19,28,40,True,216,grow_gpu_hist,0.2945832173131757,0.2989089378311955,0.2868740794788289,0.2872472773944001,0.2832491439546529,0.6827123960626943,0.685973243040701,0.6783359796287599,0.676571916924049,0.6781086412089637,0.5346406614352829,0.5346175324814044,0.5360443198989264,0.5342431791896441,0.5359605928438963,0.1604999104103207,0.1601545439274315,0.1606248950109188,0.1604009183044963,0.1608936670586259,40
0.5808745176362471,1,0.248951243667514,0.248951243667514,0.248951243667514,0.6510581796355057,0.6510581796355057,0.6510581796355057,0.5808745176362471,0.5808745176362471,0.5808745176362471,0.1609515404915,0.1609515404915,0.1609515404915,12,1.192191792491935,94.71952722617944,5.751142835663084,6,0.4320761802123466,0.539530580784046,0.7626688451931545,250,0.2373278743695591,0.0890415316774351,0.5520267464667052,gradient_based,gpu_hist,cuda,True,3.69773402321234,"('aucpr', 'auc', 'logloss', 'error')",binary:logistic,33,3,17,56,True,48,grow_gpu_hist,0.2490673629758653,0.2570410763019641,0.2488877438225086,0.2451688354291324,0.2445911998080994,0.6499872557765257,0.6583040367496472,0.6502129090959956,0.645470382155664,0.6513163143996962,0.5809810251972753,0.580086532437232,0.5809656369578658,0.5814411250162154,0.5808982685726469,0.160959057516574,0.1609496612352315,0.1609496612352315,0.1609496612352315,0.1609496612352315,40
0.67546709049492,1,0.2650652981278132,0.2650652981278132,0.2650652981278132,0.6651683733284551,0.6651683733284551,0.6651683733284551,0.67546709049492,0.67546709049492,0.67546709049492,0.1609784176962707,0.1609784176962707,0.1609784176962707,13,3.94089322277732,4.6186120965460375,8.266203077884922,14,0.8234660474133497,0.6847895299711599,0.5899316926411781,920,0.0305213164240056,5.907831238561627,0.5618267458188679,gradient_based,gpu_hist,cuda,True,4.985790127723398,"('aucpr', 'auc', 'logloss', 'error')",binary:logistic,33,34,31,176,True,248,grow_gpu_hist,0.2674179938486571,0.2739648271902593,0.2561652945127449,0.261912926415094,0.265865448672311,0.6608837467669525,0.6744154065898601,0.6572404919259178,0.6722339420712399,0.6610682792883057,0.6755774152371549,0.6752208315029183,0.6756498663975067,0.6752911131775414,0.6755962261594792,0.160959057516574,0.1609496612352315,0.1609496612352315,0.1609496612352315,0.161084047259085,40
0.7099016061173529,390,0.3674194124555316,0.3802707008649025,0.2611563806447808,0.7332334329088187,0.7404173524043127,0.6646387118753118,0.7099016061173529,0.8222897891645943,0.6964701867767029,0.4608259941108458,0.8390484595084999,0.4296513109635343,16,4.140591034649587,74.39424747306548,7.860043935419244,20,0.6680316528444721,0.8270883789266384,0.4329848618467103,560,0.0664774121441151,9.43438522340667,0.9827826192732168,gradient_based,gpu_hist,cuda,True,7.459830977675304,"('aucpr', 'auc', 'logloss', 'error')",binary:logistic,33,30,21,176,True,64,grow_gpu_hist,0.3815901885141292,0.3901768441284757,0.3781450926608331,0.3781859104819641,0.3732554685391107,0.7398772022887304,0.745199793469008,0.7385568498994342,0.7385398433866266,0.7399130729777645,0.696204992152615,0.694595640687279,0.696052644799203,0.696009085871318,0.6994885703730996,0.4309375559935495,0.4292065625174981,0.4283330533624503,0.428310655691808,0.4314687272523657,40
0.6098692001736282,1,0.2718469053142446,0.2718469053142446,0.2718469053142446,0.6705152843290355,0.6705152843290355,0.6705152843290355,0.6098692001736282,0.6098692001736282,0.6098692001736282,0.1649271232681247,0.1649271232681247,0.1649271232681247,12,14.58713648661497,97.38401605509108,5.832709577999802,3,0.8392436041971018,0.5167244113984667,0.8493306588245927,710,0.2297500684947577,2.918091072786085,0.5092196036175982,gradient_based,gpu_hist,cuda,True,4.183081723849615,"('aucpr', 'auc', 'logloss', 'error')",binary:logistic,33,36,34,88,True,224,grow_gpu_hist,0.2759028251984171,0.2759140205993128,0.266788418629665,0.2730316526154832,0.2675976095283447,0.6729000469517963,0.67363924931201,0.6662710287005151,0.6695167494142674,0.6702493472665891,0.609099101881625,0.609744792867931,0.6104112666977821,0.6098831925462105,0.6102076468745927,0.1626388640028668,0.1651156279746906,0.1619351587434906,0.165944341788454,0.1690016238311215,40
